ID_unique_number,Textual_Unit_ID,TextID,Stressed_unit,Morph,Lemma,Analysis,,PH023,1=o,2=u
75267,S0006-7805,0006,du denum,du,do 1,dat.,,2,,
75301,S0006-7813,0006,cid amal bid duthoschib,du,do 1,dat.,,2,,
75517,S0006-7844,0006,du denum,du,do 1,dat.,,2,,
75781,S0006-7903,0006,duerchradaitid,du,do 1,dat.,,2,,
75966,S0006-7941,0006,duchathraig [leg. dunchathraig] fissin,du,do 1,dat.,,2,,
76190,S0006-7955,0006,duchenelaib,du,do 1,dat.,,2,,
76230,S0006-7967,0006,dund foilsigud,du,do 1,dat.,,2,,
76685,S0006-8037,0006,duthabairt diglae,du,do 1,dat.,,2,,
76693,S0006-8038,0006,du digail,du,do 1,dat.,,2,,
76740,S0006-8052,0006,duatrub,du,do 1,dat.,,2,,
76743,S0006-8053,0006,du celebrad sollummun,du,do 1,dat.,,2,,
77004,S0006-8119,0006,du denum chlainde ón,du,do 1,dat.,,2,,
77381,S0006-8181,0006,dundlár,du,do 1,dat.,,2,,
77410,S0006-8188,0006,duneuffratidiu,du,do 1,dat.,,2,,
77416,S0006-8189,0006,dunbethiliemdu .i. rob [leg. .i. robu dunbethiliemdu],du,do 1,dat.,,2,,
77421,S0006-8191,0006,duntír,du,do 1,dat.,,2,,
77497,S0006-8203,0006,dund archogacht,du,do 1,dat.,,2,,
77564,S0006-8216,0006,du(n)popul,du,do 1,dat.,,2,,
77785,S0006-8251,0006,cid duttuigsib ón,du,do 1,dat.,,2,,
78116,S0006-8309,0006,dutecht,du,do 1,dat.,,2,,
78136,S0006-8315,0006,duintiuch óin lai,du,do 1,dat.,,2,,
78222,S0006-8333,0006,dundí,du,do 1,dat.,,2,,
78284,S0006-8349,0006,du athmaldachad,du,do 1,dat.,,2,,
78312,S0006-8357,0006,dut chreitimsiu,du,do 1,dat.,,2,,
78451,S0006-8384,0006,duthabairt,du,do 1,dat.,,2,,
78453,S0006-8384,0006,ducechae,du,do 1,dat.,,2,,
78495,S0006-8393,0006,dun moindeinmidetu,du,do 1,dat.,,2,,
78583,S0006-8409,0006,duthaidbsin ón,du,do 1,dat.,,2,,
103186,S0009-11,0009,du priscien,du,do 1,dat.,,2,,
103214,S0009-12,0009,du cach belru,du,do 1,dat.,,2,,
103527,S0009-101,0009,dunaib hí,du,do 1,dat.,,2,,
64785,S0006-5950,0006,dúfobi,dú,do·,,,2,,
49160,S0006-3414,0006,dúduaid,dú,do 1,dat.,,2,,
56705,S0006-4605,0006,is dú digail,dú,do 1,dat.,,2,,
58403,S0006-4870,0006,is dúnn imchumurc,dú,do 1,dat.,,2,,
69034,S0006-6665,0006,dúfírinni tairṅgeri,dú,do 1,dat.,,2,,
79293,S0005-24,0005,du·breth,du·,do·,,,2,,
79811,S0005-48,0005,Du·bretha,Du·,do·,,,2,,
79982,S0005-55,0005,Ó du·ruidmiset,du·,do·,,,2,,
80827,S0005-92,0005,du·dechuid,du·,do·,,,2,,
103195,S0009-11,0009,du·aisilbi,du·,do·,,,2,,
103201,S0009-11,0009,du·arbuid,du·,do·,,,2,,
103208,S0009-11,0009,du·arbuid,du·,do·,,,2,,
103367,S0009-69,0009,ɫ du·ttluchur,du·,do·,,,2,,
103375,S0009-73,0009,du·dálim,du·,do·,,,2,,
103576,S0010-3,0010,ma du·coscedar,du·,do·,,,2,,
115093,S0012-80,0012,du·airchér,du·,do·,,,2,,
116230,S0021-42,0021,du·rurgabsam,du·,do·,,,2,,
116290,S0021-55,0021,du·fórṅditer,du·,do·,,,2,,
117588,S0022-162,0022,du·fuisledor,du·,do·,,,2,,
117607,S0022-171,0022,du·reised,du·,do·,,,2,,
118579,S0028-7,0028,du·foxla,du·,do·,,,2,,
36020,S0006-1417,0006,is dúnni,dún,do 1,dat.,,2,,
82398,S0005-157,0005,fodon·ruär,fo,fo·,,,1,,
83626,S0005-208,0005,fo·rochsal,fo,fo·,,,1,,
83893,S0005-219,0005,fo deich,fo,fo,,,1,,
83930,S0005-221,0005,fa·rruirim,fo,fo·,,,1,,
84108,S0005-228,0005,fo·cheird,fo,fo·,,,1,,
27750,S0006-6,0006,foruirim,fo,fo·,,,1,,
28768,S0006-149,0006,fombia,fo,fo·,,,1,,
28896,S0006-183,0006,fosdidmat,fo,fo·,,,1,,
29344,S0006-268,0006,fonnitfea,fo,fo·,,,1,,
29984,S0006-377,0006,forochsalsat,fo,fo·,,,1,,
30613,S0006-506,0006,fodruar,fo,fo·,,,1,,
31281,S0006-608,0006,forodamarsa,fo,fo·,,,1,,
32286,S0006-779,0006,foroichlaid,fo,fo·,,,1,,
32664,S0006-820,0006,fonindlea,fo,fo·,,,1,,
33082,S0006-895,0006,fomamaigter [leg. foamamaigter],fo,fo·,,,1,,
33448,S0006-952,0006,fodaimet,fo,fo·,,,1,,
33675,S0006-990,0006,fochridigthe,fo,fo·,,,1,,
33684,S0006-992,0006,fodansegat,fo,fo·,,,1,,
34655,S0006-1180,0006,foragab,fo,fo·,,,1,,
34772,S0006-1193,0006,foaccomla dano,fo,fo·,,,1,,
34901,S0006-1214,0006,focertar side,fo,fo·,,,1,,
35222,S0006-1263,0006,foroxlad,fo,fo·,,,1,,
35592,S0006-1317,0006,fomchridichfidersa,fo,fo·,,,1,,
35829,S0006-1359,0006,fodera,fo,fo·,,,1,,
36297,S0006-1442,0006,follo,fo,fo·,,,1,,
36448,S0006-1472,0006,fodamsegatsa,fo,fo·,,,1,,
36512,S0006-1483,0006,fomfirfidersa,fo,fo·,,,1,,
36551,S0006-1489,0006,cofotabothad,fo,fo·,,,1,,
37019,S0006-1582,0006,afondamtis,fo,fo·,,,1,,
37140,S0006-1614,0006,foéitsider,fo,fo·,,,1,,
37265,S0006-1633,0006,folongat,fo,fo·,,,1,,
37874,S0006-1707,0006,focridigedar,fo,fo·,,,1,,
37881,S0006-1708,0006,fondidmaesiu,fo,fo·,,,1,,
38159,S0006-1748,0006,foscoichet,fo,fo·,,,1,,
39119,S0006-1889,0006,fodglein,fo,fo·,,,1,,
39457,S0006-1939,0006,foracabsom,fo,fo·,,,1,,
39909,S0006-2015,0006,fodaim,fo,fo·,,,1,,
40045,S0006-2034,0006,fosrodamarsa,fo,fo·,,,1,,
40147,S0006-2061,0006,fodali,fo,fo·,,,1,,
41493,S0006-2300,0006,fodali,fo,fo·,,,1,,
41848,S0006-2360,0006,fothonsnát [leg. fochosnat],fo,fo·,,,1,,
41998,S0006-2393,0006,foired,fo,fo·,,,1,,
42111,S0006-2413,0006,foralaig,fo,fo·,,,1,,
42146,S0006-2424,0006,foroiblang,fo,fo·,,,1,,
42838,S0006-2502,0006,[add. dia] forgeni,fo,fo·,,,1,,
43510,S0006-2615,0006,fomthochaisgebadarsa,fo,fo·,,,1,,
44413,S0006-2719,0006,fondamtar,fo,fo·,,,1,,
44752,S0006-2772,0006,focoimlachtar,fo,fo·,,,1,,
45602,S0006-2938,0006,a for ru drúb,fo,fo·,,,1,,
46348,S0006-3061,0006,fororaid,fo,fo·,,,1,,
48169,S0006-3268,0006,foradair [leg. foradamair],fo,fo·,,,1,,
48279,S0006-3298,0006,forodamair som,fo,fo·,,,1,,
49322,S0006-3430,0006,fodaimi,fo,fo·,,,1,,
49352,S0006-3430,0006,fodera,fo,fo·,,,1,,
49391,S0006-3433,0006,fodaimisiu,fo,fo·,,,1,,
51094,S0006-3656,0006,fosisefar,fo,fo·,,,1,,
51131,S0006-3663,0006,arforoiblachta,fo,fo·,,,1,,
51170,S0006-3670,0006,forodamarsa,fo,fo·,,,1,,
52590,S0006-3917,0006,follós,fo,fo·,,,1,,
52977,S0006-3965,0006,forodamair,fo,fo·,,,1,,
53450,S0006-4047,0006,focrothad,fo,fo·,,,1,,
54206,S0006-4186,0006,fosisidersu,fo,fo·,,,1,,
54713,S0006-4268,0006,fosro ammamigestar,fo,fo·,,,1,,
55075,S0006-4316,0006,focrothtae,fo,fo·,,,1,,
55127,S0006-4326,0006,foichlid 7 cosrid,fo,fo·,,,1,,
56954,S0006-4664,0006,fulilsainse,fo,fo·,,,1,,
57463,S0006-4734,0006,foruirmed,fo,fo·,,,1,,
58247,S0006-4852,0006,fothabair,fo,fo·,,,1,,
58568,S0006-4898,0006,fodai [leg. fodaimet],fo,fo·,,,1,,
59118,S0006-5019,0006,lase folilsat,fo,fo·,,,1,,
59649,S0006-5127,0006,fodlad,fo,fo·,,,1,,
60298,S0006-5248,0006,forriga,fo,fo·,,,1,,
61064,S0006-5384,0006,fodaimet immalle,fo,fo·,,,1,,
61101,S0006-5387,0006,fodaimet som,fo,fo·,,,1,,
61214,S0006-5402,0006,focicherr,fo,fo·,,,1,,
62071,S0006-5549,0006,fodailfea,fo,fo·,,,1,,
62420,S0006-5588,0006,forodamnamtar [leg. forodamnatar],fo,fo·,,,1,,
63622,S0006-5764,0006,fodera,fo,fo·,,,1,,
64581,S0006-5911,0006,foragabsat,fo,fo·,,,1,,
64724,S0006-5940,0006,foroiblangsa,fo,fo·,,,1,,
64750,S0006-5942,0006,forodamar,fo,fo·,,,1,,
64755,S0006-5943,0006,forodamar,fo,fo·,,,1,,
65062,S0006-5988,0006,amal focerdatar,fo,fo·,,,1,,
65390,S0006-6042,0006,lasse fosaigtis,fo,fo·,,,1,,
65769,S0006-6099,0006,fodaim,fo,fo·,,,1,,
65846,S0006-6116,0006,forodalta,fo,fo·,,,1,,
66323,S0006-6201,0006,folló,fo,fo·,,,1,,
66434,S0006-6231,0006,fotchridigthersu,fo,fo·,,,1,,
67726,S0006-6422,0006,folostais som,fo,fo·,,,1,,
67938,S0006-6454,0006,amal fondrodamnatar,fo,fo·,,,1,,
68643,S0006-6598,0006,forroiblangsa,fo,fo·,,,1,,
69410,S0006-6753,0006,sechis fosscoichet són,fo,fo·,,,1,,
69731,S0006-6804,0006,fodaimem,fo,fo·,,,1,,
69877,S0006-6829,0006,fongniat,fo,fo·,,,1,,
70246,S0006-6899,0006,fommamaigedar [leg. foammamaigedar],fo,fo·,,,1,,
71470,S0006-7117,0006,lase follosat,fo,fo·,,,1,,
72322,S0006-7296,0006,lase foferaisiu,fo,fo·,,,1,,
72597,S0006-7362,0006,fotairciter,fo,fo·,,,1,,
72734,S0006-7391,0006,folina,fo,fo·,,,1,,
72880,S0006-7408,0006,follintar,fo,fo·,,,1,,
72962,S0006-7423,0006,ní huandí foralaig,fo,fo·,,,1,,
75129,S0006-7783,0006,focrotar,fo,fo·,,,1,,
75372,S0006-7822,0006,forruleblangtar,fo,fo·,,,1,,
75935,S0006-7937,0006,forodamair,fo,fo·,,,1,,
76353,S0006-7978,0006,fosissetar,fo,fo·,,,1,,
76505,S0006-8006,0006,sechis forodamarsa ón,fo,fo·,,,1,,
76580,S0006-8020,0006,forodamairsom,fo,fo·,,,1,,
76986,S0006-8114,0006,focridigter,fo,fo·,,,1,,
95885,S0007-2438,0007,fond·uáir-som,fo,fo·,,,1,,
95980,S0007-2463,0007,fomm·álagar,fo,fo·,,,1,,
97093,S0007-2644,0007,fonda·suidigedar,fo,fo·,,,1,,
100357,S0007-3120,0007,fom·chain,fo,fo·,,,1,,
100370,S0007-3120,0007,fom·chain,fo,fo·,,,1,,
100376,S0007-3120,0007,Fomm·chain,Fo,fo·,,,1,,
103386,S0009-77,0009,fomm·álagar,fo,fo·,,,1,,
117074,S0022-57,0022,fo deich,fo,fo,,,1,,
117889,S0022-258,0022,co fo ocht ,fo,fo,,,1,,
118099,S0024-25,0024,fo rónda,fo,fo,,,1,,
118427,S0027-103,0027,fogau,fo,fo,,,1,,
119052,S0043-17,0043,fo,fo,fo,,,1,,
120996,S0056-16,0056,fo dorus,fo,fo,,,1,,
118841,S0073-4,0073,u[el] fomcertor,fo,fo·,,,1,,
117450,S0022-130,0022,foa fuined,fo,fo,+acc.,,1,,
119925,S0050-39,0050,fo bathis,fo,fo,+acc.,,1,,
120863,S0055-9,0055,fo dí,fo,fo,+acc.,,1,,
115972,S0020-7,0020,fo deud,fo,fo,+dat.,,1,,
115974,S0020-7,0020,fo deut,fo,fo,+dat.,,1,,
115981,S0020-11,0020,fo diud,fo,fo,+dat.,,1,,
116217,S0021-41,0021,fo chosmailius,fo,fo,+dat.,,1,,
120398,S0050-86,0050,fon díthrub,fo,fo,+dat.,,1,,
120441,S0050-87,0050,fon díthrub,fo,fo,+dat.,,1,,
121242,S0058-10,0058,fo chosmailius,fo,fo,+dat.,,1,,
121657,S0058-77,0058,fo bith,fo,fo,+dat.,,1,,
80518,S0005-79,0005,Ba fo bíth,fo,fo,acc.,,1,,
81984,S0005-140,0005,fo lige,fo,fo,acc.,,1,,
82592,S0005-165,0005,fo recht,fo,fo,acc.,,1,,
82617,S0005-166,0005,fo láma,fo,fo,acc.,,1,,
82652,S0005-168,0005,Fo thoinn,Fo,fo,acc.,,1,,
84248,S0005-234,0005,fo recht,fo,fo,acc.,,1,,
84925,S0005-265,0005,fo thúaid,fo,fo,acc.,,1,,
30594,S0006-502,0006,acht is foimchomarc,fo,fo,acc.,,1,,
30960,S0006-561,0006,fo sodin,fo,fo,acc.,,1,,
31749,S0006-681,0006,fodiad,fo,fo,acc.,,1,,
32991,S0006-883,0006,fomam ndoinachtae,fo,fo,acc.,,1,,
37347,S0006-1639,0006,cid fosodin,fo,fo,acc.,,1,,
37352,S0006-1639,0006,foní,fo,fo,acc.,,1,,
37475,S0006-1661,0006,is fosodin,fo,fo,acc.,,1,,
37515,S0006-1667,0006,foní,fo,fo,acc.,,1,,
37555,S0006-1669,0006,foní,fo,fo,acc.,,1,,
38993,S0006-1869,0006,fon na inni,fo,fo,acc.,,1,,
41713,S0006-2326,0006,fosin,fo,fo,acc.,,1,,
43831,S0006-2652,0006,fodi,fo,fo,acc.,,1,,
43837,S0006-2652,0006,fodí,fo,fo,acc.,,1,,
43854,S0006-2655,0006,fodí,fo,fo,acc.,,1,,
44238,S0006-2703,0006,fosin,fo,fo,acc.,,1,,
46789,S0006-3123,0006,is foncosmailiusin,fo,fo,acc.,,1,,
49702,S0006-3468,0006,fonindasa,fo,fo,acc.,,1,,
59497,S0006-5098,0006,forecht n imdibi,fo,fo,acc.,,1,,
61986,S0006-5538,0006,fochossa,fo,fo,acc.,,1,,
62022,S0006-5541,0006,fochosmailius n inse,fo,fo,acc.,,1,,
66500,S0006-6234,0006,fosin,fo,fo,acc.,,1,,
68782,S0006-6620,0006,fosodin,fo,fo,acc.,,1,,
69143,S0006-6696,0006,fotairṅgere,fo,fo,acc.,,1,,
71610,S0006-7144,0006,fosodain,fo,fo,acc.,,1,,
74232,S0006-7629,0006,foncétnae ṅ dul són,fo,fo,acc.,,1,,
74628,S0006-7715,0006,fosodin,fo,fo,acc.,,1,,
75818,S0006-7914,0006,fodí,fo,fo,acc.,,1,,
76626,S0006-8029,0006,fon dulso,fo,fo,acc.,,1,,
90198,S0007-1008,0007,fo bíth,fo,fo,acc.,,1,,
90518,S0007-1059,0007,fo ṡodain,fo,fo,acc.,,1,,
92644,S0007-1685,0007,fo sodain,fo,fo,acc.,,1,,
92954,S0007-1763,0007,fo bíth,fo,fo,acc.,,1,,
93497,S0007-1915,0007,fo chosmailius,fo,fo,acc.,,1,,
93502,S0007-1916,0007,fo chosmailius,fo,fo,acc.,,1,,
93967,S0007-1988,0007,fo a dánog,fo,fo,acc.,,1,,
94324,S0007-2064,0007,fo chosmailius,fo,fo,acc.,,1,,
94496,S0007-2120,0007,foa da n-óg,fo,fo,acc.,,1,,
94702,S0007-2177,0007,fo ṡin,fo,fo,acc.,,1,,
94809,S0007-2202,0007,fo bíth,fo,fo,acc.,,1,,
96602,S0007-2568,0007,fo dead,fo,fo,acc.,,1,,
97275,S0007-2662,0007,fo bith,fo,fo,acc.,,1,,
97388,S0007-2683,0007,fo leith,fo,fo,acc.,,1,,
97587,S0007-2715,0007,fo bíth,fo,fo,acc.,,1,,
97594,S0007-2716,0007,fo bíth,fo,fo,acc.,,1,,
98133,S0007-2821,0007,fo leith,fo,fo,acc.,,1,,
98335,S0007-2844,0007,fo leith,fo,fo,acc.,,1,,
98466,S0007-2859,0007,fo leith,fo,fo,acc.,,1,,
99159,S0007-2965,0007,fo bith,fo,fo,acc.,,1,,
99450,S0007-2998,0007,fo chenn,fo,fo,acc.,,1,,
99514,S0007-3008,0007,fo bith,fo,fo,acc.,,1,,
99564,S0007-3014,0007,fo chosmailius,fo,fo,acc.,,1,,
99639,S0007-3020,0007,fo bíth,fo,fo,acc.,,1,,
100396,S0007-3120,0007,fo róida,fo,fo,acc.,,1,,
100491,S0007-3134,0007,fona,fo,fo,acc.,,1,,
102021,S0007-3351,0007,fo leith,fo,fo,acc.,,1,,
102035,S0007-3353,0007,fo deod,fo,fo,acc.,,1,,
102043,S0007-3355,0007,fo deod,fo,fo,acc.,,1,,
102056,S0007-3357,0007,fo deod,fo,fo,acc.,,1,,
102260,S0007-3390,0007,fo déid,fo,fo,acc.,,1,,
102270,S0007-3393,0007,fo déid,fo,fo,acc.,,1,,
102461,S0007-3427,0007,fo chosmailius,fo,fo,acc.,,1,,
102801,S0007-3508,0007,fo ṡodin,fo,fo,acc.,,1,,
77808,S0006-8254,0006,foacosmailius,fo,fo,acc.(?),,1,,
104490,S0003-10,0003,fo,fo,fo,dat.,,1,,
78942,S0005-8,0005,fo nim,fo,fo,dat.,,1,,
79213,S0005-20,0005,fo glaschlaidiub,fo,fo,dat.,,1,,
79453,S0005-31,0005,foa desláim,fo,fo,dat.,,1,,
80340,S0005-70,0005,fo bíth,fo,fo,dat.,,1,,
81463,S0005-118,0005,fo durnn,fo,fo,dat.,,1,,
81603,S0005-124,0005,fo dobrón,fo,fo,dat.,,1,,
82014,S0005-141,0005,acht rob fo déraib,fo,fo,dat.,,1,,
82808,S0005-174,0005,fo húarchloich,fo,fo,dat.,,1,,
83776,S0005-214,0005,fo chétúair,fo,fo,dat.,,1,,
27891,S0006-26,0006,fonmám,fo,fo,dat.,,1,,
33842,S0006-1016,0006,fochumachtu innasommae,fo,fo,dat.,,1,,
34312,S0006-1113,0006,fodiud,fo,fo,dat.,,1,,
38514,S0006-1797,0006,fondoin failsigud,fo,fo,dat.,,1,,
39608,S0006-1970,0006,foditesiu ón,fo,fo,dat.,,1,,
39652,S0006-1975,0006,foncheill,fo,fo,dat.,,1,,
72927,S0006-7419,0006,fomám ioseph,fo,fo,dat.,,1,,
86804,S0007-274,0007,fo deud,fo,fo,dat.,,1,,
87071,S0007-342,0007,fo n-óenchummi,fo,fo,dat.,,1,,
90687,S0007-1092,0007,fon chath,fo,fo,dat.,,1,,
92941,S0007-1760,0007,fon cheill,fo,fo,dat.,,1,,
93177,S0007-1834,0007,fon preneste-sin,fo,fo,dat.,,1,,
93631,S0007-1933,0007,fo deud-sin,fo,fo,dat.,,1,,
93773,S0007-1959,0007,fond ṡun,fo,fo,dat.,,1,,
93862,S0007-1977,0007,is foen aicciund,fo,fo,dat.,,1,,
94263,S0007-2048,0007,fo neutur,fo,fo,dat.,,1,,
94265,S0007-2049,0007,fo neutur,fo,fo,dat.,,1,,
95175,S0007-2287,0007,fo riaguil,fo,fo,dat.,,1,,
95772,S0007-2411,0007,fo .r.,fo,fo,dat.,,1,,
96758,S0007-2595,0007,ní fodeud,fo,fo,dat.,,1,,
97894,S0007-2782,0007,fo ṡodin,fo,fo,dat.,,1,,
98745,S0007-2903,0007,fo .r.,fo,fo,dat.,,1,,
100180,S0007-3098,0007,is fo chétbuid,fo,fo,dat.,,1,,
100348,S0007-3119,0007,fo diud,fo,fo,dat.,,1,,
100659,S0007-3154,0007,fo deud,fo,fo,dat.,,1,,
101345,S0007-3265,0007,fo ṡodin,fo,fo,dat.,,1,,
102075,S0007-3359,0007,fo deid,fo,fo,dat.,,1,,
103553,S0009-105,0009,ní fo deud,fo,fo,dat.,,1,,
80503,S0005-78,0005,fo thromdoíri,fo,fo,dat./acc.,,1,,
80507,S0005-78,0005,fo bíth,fo,fo,dat./acc.,,1,,
81443,S0005-117,0005,fo bithphláig,fo,fo,dat./acc.,,1,,
82122,S0005-146,0005,fo móenmíad,fo,fo,dat./acc.,,1,,
82650,S0005-167,0005,fo bathais,fo,fo,dat./acc.,,1,,
82706,S0005-170,0005,fo thoinne,fo,fo,dat./acc.,,1,,
27928,S0006-31,0006,fochosmailius nadarcae side,fo,fo,dat./acc.,,1,,
27946,S0006-34,0006,fochoic,fo,fo,dat./acc.,,1,,
28598,S0006-125,0006,fobith istaipe,fo,fo,dat./acc.,,1,,
28718,S0006-139,0006,fochosmailius,fo,fo,dat./acc.,,1,,
29088,S0006-231,0006,fochosm[ailius] innanech,fo,fo,dat./acc.,,1,,
32167,S0006-757,0006,focetoir,fo,fo,dat./acc.,,1,,
33035,S0006-888,0006,fo doinnacht macc [leg. maicc],fo,fo,dat./acc.,,1,,
33109,S0006-901,0006,fodoínacht maicc,fo,fo,dat./acc.,,1,,
33742,S0006-1000,0006,fobith indedi remeperthi,fo,fo,dat./acc.,,1,,
33769,S0006-1006,0006,fochosmailius,fo,fo,dat./acc.,,1,,
33810,S0006-1013,0006,fo mam intsommai,fo,fo,dat./acc.,,1,,
34578,S0006-1169,0006,fochosmailius dorche,fo,fo,dat./acc.,,1,,
35771,S0006-1350,0006,fochetoir,fo,fo,dat./acc.,,1,,
35845,S0006-1364,0006,fochetoir,fo,fo,dat./acc.,,1,,
36211,S0006-1429,0006,isfochetoir,fo,fo,dat./acc.,,1,,
37411,S0006-1651,0006,fochosmailiius [leg. fochosmailius] assar,fo,fo,dat./acc.,,1,,
37558,S0006-1669,0006,fotabarr,fo,fo,dat./acc.,,1,,
37572,S0006-1670,0006,forochet,fo,fo,dat./acc.,,1,,
40897,S0006-2185,0006,fochosmailius innaríg talmandae,fo,fo,dat./acc.,,1,,
41404,S0006-2285,0006,is fo huath [leg. huathud],fo,fo,dat./acc.,,1,,
41708,S0006-2326,0006,is fochetoir trá,fo,fo,dat./acc.,,1,,
44020,S0006-2685,0006,fochosmailius int soirtha 7 in[na] fuairrige,fo,fo,dat./acc.,,1,,
44086,S0006-2688,0006,fochosmailius,fo,fo,dat./acc.,,1,,
46523,S0006-3084,0006,fochosmailius nanoib,fo,fo,dat./acc.,,1,,
46851,S0006-3129,0006,fochosmailius,fo,fo,dat./acc.,,1,,
47192,S0006-3157,0006,fochetoir,fo,fo,dat./acc.,,1,,
47376,S0006-3180,0006,fon domun,fo,fo,dat./acc.,,1,,
49077,S0006-3405,0006,fodiltud,fo,fo,dat./acc.,,1,,
51060,S0006-3645,0006,fobith apectha som,fo,fo,dat./acc.,,1,,
51413,S0006-3706,0006,fobithina rachiurat,fo,fo,dat./acc.,,1,,
51554,S0006-3729,0006,foambiat,fo,fo,dat./acc.,,1,,
52636,S0006-3925,0006,fochosmailius dilenn,fo,fo,dat./acc.,,1,,
55736,S0006-4405,0006,acht fochosmailius cethrae,fo,fo,dat./acc.,,1,,
58075,S0006-4814,0006,fochetóir,fo,fo,dat./acc.,,1,,
58762,S0006-4930,0006,fomam,fo,fo,dat./acc.,,1,,
58797,S0006-4936,0006,fobith romatar indarmthi,fo,fo,dat./acc.,,1,,
60255,S0006-5237,0006,fo chosmailius saphirr,fo,fo,dat./acc.,,1,,
60552,S0006-5286,0006,fomaam innarig craibdech,fo,fo,dat./acc.,,1,,
61822,S0006-5515,0006,fo mam,fo,fo,dat./acc.,,1,,
63801,S0006-5800,0006,fochetóir,fo,fo,dat./acc.,,1,,
65052,S0006-5987,0006,fochetoir,fo,fo,dat./acc.,,1,,
65408,S0006-6045,0006,ɔnach fochetoir,fo,fo,dat./acc.,,1,,
66068,S0006-6154,0006,fo réir indí,fo,fo,dat./acc.,,1,,
66078,S0006-6155,0006,fomám augairi aili,fo,fo,dat./acc.,,1,,
66497,S0006-6234,0006,is foforṅgartaid tra,fo,fo,dat./acc.,,1,,
66536,S0006-6234,0006,is fo infinit,fo,fo,dat./acc.,,1,,
67447,S0006-6389,0006,fomaam,fo,fo,dat./acc.,,1,,
68187,S0006-6512,0006,isfofoxlaid,fo,fo,dat./acc.,,1,,
68238,S0006-6521,0006,fochetóir,fo,fo,dat./acc.,,1,,
71251,S0006-7072,0006,fochosmailius nadarcae,fo,fo,dat./acc.,,1,,
74239,S0006-7630,0006,is focethoir [leg. fochetoir],fo,fo,dat./acc.,,1,,
75504,S0006-7843,0006,fobithin adrimet som,fo,fo,dat./acc.,,1,,
76023,S0006-7947,0006,fochosmailius 〈fochosmailius〉 liac,fo,fo,dat./acc.,,1,,
76367,S0006-7978,0006,fobith apecthae,fo,fo,dat./acc.,,1,,
76888,S0006-8093,0006,fo mám inna culech,fo,fo,dat./acc.,,1,,
92423,S0007-1619,0007,fo leith,fo,fo,dat./acc.,,1,,
84575,S0005-249,0005,nád·ḟóet,ḟó,fo·,,,1,,
79825,S0005-48,0005,fo·cresa,fo·,fo·,,,1,,
79923,S0005-52,0005,fo·cres,fo·,fo·,,,1,,
79966,S0005-54,0005,fo·cres,fo·,fo·,,,1,,
80240,S0005-66,0005,fo·rróelangair,fo·,fo·,,,1,,
80550,S0005-80,0005,fo·boí,fo·,fo·,,,1,,
81508,S0005-120,0005,fo·ndáili,fo·,fo·,,,1,,
81717,S0005-129,0005,fo·lugai,fo·,fo·,,,1,,
83854,S0005-218,0005,Fo·rruär,Fo·,fo·,,,1,,
85623,S0007-47,0007,fo·dailter,fo·,fo·,,,1,,
86901,S0007-292,0007,fo·ndaim,fo·,fo·,,,1,,
87127,S0007-361,0007,fo·daim,fo·,fo·,,,1,,
87661,S0007-492,0007,fu·llugaimm,fo·,fo·,,,1,,
91613,S0007-1405,0007,fo·timmthiris,fo·,fo·,,,1,,
93451,S0007-1909,0007,fo·cerddar,fo·,fo·,,,1,,
93609,S0007-1930,0007,fo·dalet,fo·,fo·,,,1,,
93612,S0007-1930,0007,fo·dalet,fo·,fo·,,,1,,
93626,S0007-1931,0007,fo·dalet,fo·,fo·,,,1,,
93771,S0007-1959,0007,fo·ṡuidigther,fo·,fo·,,,1,,
94825,S0007-2206,0007,fo·dáli,fo·,fo·,,,1,,
95224,S0007-2297,0007,fo·dera,fo·,fo·,,,1,,
95262,S0007-2308,0007,fo·dáli,fo·,fo·,,,1,,
95757,S0007-2408,0007,fo·sisetar,fo·,fo·,,,1,,
95857,S0007-2426,0007,7 fo·daim,fo·,fo·,,,1,,
95974,S0007-2459,0007,fo·llúur,fo·,fo·,,,1,,
95978,S0007-2461,0007,fo·bothaim,fo·,fo·,,,1,,
95985,S0007-2463,0007,ɫ fo·algim,fo·,fo·,,,1,,
96347,S0007-2521,0007,fo·gní,fo·,fo·,,,1,,
97449,S0007-2691,0007,fo·acanim,fo·,fo·,,,1,,
97612,S0007-2723,0007,fo·sligim,fo·,fo·,,,1,,
97917,S0007-2785,0007,fo·sligim,fo·,fo·,,,1,,
98028,S0007-2800,0007,fo·timmdiriut,fo·,fo·,,,1,,
98049,S0007-2803,0007,fo·timdiris,fo·,fo·,,,1,,
98605,S0007-2882,0007,fo·llega,fo·,fo·,,,1,,
99512,S0007-3007,0007,fo·géna,fo·,fo·,,,1,,
99561,S0007-3014,0007,fo·dalet,fo·,fo·,,,1,,
100136,S0007-3091,0007,fo·roxlad,fo·,fo·,,,1,,
102414,S0007-3421,0007,fo·scochet,fo·,fo·,,,1,,
102833,S0007-3514,0007,fo·ṅgniat,fo·,fo·,,,1,,
102840,S0007-3515,0007,ɫ fo·ngniat,fo·,fo·,,,1,,
103335,S0009-55,0009,fo·gliunn,fo·,fo·,,,1,,
103337,S0009-56,0009,fo·gliunn,fo·,fo·,,,1,,
103339,S0009-57,0009,fo·gliunn,fo·,fo·,,,1,,
103384,S0009-76,0009,fo·bothaim,fo·,fo·,,,1,,
103532,S0009-103,0009,fo·bothaim,fo·,fo·,,,1,,
